Energy_Consumption_kWh,Vehicle_ID,Traffic_Condition,Speed_kmh,Slope_%,Temperature_C,Road_Type,Humidity_%,Wind_Speed_ms,Weather_Condition
9.14659,1941,3,87.2422,-0.0397882,28.1678,1,83.1719,10.7165,3
10.8568,1575,1,97.4896,3.31646,28.2575,1,78.0081,12.4202,1
9.2881,1813,1,77.9746,7.56577,28.2791,1,67.6918,6.52437,2
5.76702,1146,3,32.1448,-1.62376,28.3533,1,33.2003,1.93006,4
7.01331,1222,1,48.3853,4.59607,28.4053,1,66.4117,12.057,4
8.13723,1579,3,37.6994,-0.305464,28.4655,1,61.9403,9.92278,3
9.23493,1663,1,66.8449,5.18492,28.5107,1,78.8455,14.9828,1
8.86237,1278,3,65.3761,6.96406,28.5177,1,30.1773,1.418,2
10.8014,1632,3,85.6329,5.11194,28.5289,1,78.9419,13.554,2
6.26177,1595,3,2.84493,-0.379689,28.5481,1,86.3193,13.2098,4
9.38285,1938,1,31.3395,3.33611,28.56,1,86.8174,9.37855,3
9.18495,1553,2,83.9433,-3.0365,28.5735,1,40.2047,5.27725,1
9.47343,1127,2,74.8379,4.64963,28.6753,1,86.3486,14.4113,2
6.02178,1935,2,10.3944,9.94964,28.7008,1,74.0316,14.9918,3
7.28134,1296,1,41.1277,-0.219888,28.7244,1,88.4021,3.12574,1
6.34713,1576,1,18.581,0.0721619,28.7362,1,83.0687,11.1934,2
10.1449,1313,3,65.5688,-0.839969,28.7595,1,81.0058,1.49434,4
10.4973,1386,1,69.7162,4.698,28.7671,1,37.3557,11.3232,1
10.6177,1748,1,98.3612,6.42077,28.8244,1,50.5264,3.46052,4
7.55308,1191,3,91.9818,-2.45744,28.8404,1,28.1586,12.3091,3
7.61978,1219,3,33.1583,2.7673,28.8674,1,83.4799,5.01474,2
5.72797,1444,3,45.9359,-4.05592,28.9097,1,88.5005,1.41107,4
7.72521,1739,2,54.6559,5.5867,28.9261,1,75.4339,8.58586,4
9.78175,1894,2,96.596,-4.73936,28.9687,1,86.8245,14.3491,2
9.9744,1049,1,98.5511,5.60258,28.97,1,20.9611,9.49656,2
5.46535,1039,3,30.3841,-2.63373,28.9708,1,41.7338,9.01846,4
7.25795,1272,2,61.1411,-1.41176,29.1134,1,85.5504,2.11008,2
6.59952,1153,1,19.3749,8.32746,29.1184,1,59.466,12.608,1
5.42981,1436,2,12.7049,2.58052,29.1231,1,67.4381,6.15598,1
7.90055,1900,1,69.0951,6.47555,29.1341,1,21.1584,0.812976,1
6.50641,1540,3,6.14692,-1.71108,29.1832,1,50.9635,10.9001,1
7.39093,1754,1,40.9582,3.90371,29.1902,1,66.7518,7.36701,1
4.19882,1921,1,6.98854,5.93702,29.2222,1,47.5447,11.2262,1
9.68733,1915,1,108.288,0.728155,29.2588,1,25.4694,9.77281,2
6.66117,1119,1,15.4683,-0.587505,29.2758,1,28.4504,5.74955,1
8.59745,1388,3,84.6049,-4.05596,29.2981,1,32.5598,10.471,3
4.86134,1421,1,4.67256,0.955015,29.3659,1,81.4475,3.23354,2
8.8838,1086,3,99.7495,-2.75461,29.3948,1,20.0916,14.3195,2
3.77992,1419,2,1.00364,-3.87466,29.3951,1,21.0157,14.4627,2
4.74896,1785,3,15.4844,-3.80069,29.399,1,55.4728,11.49,1
11.3333,1344,1,110.405,4.20969,29.458,1,59.6003,8.58382,4
9.21388,1308,1,81.1678,-2.33458,29.4592,1,38.0139,7.2043,4
10.4103,1142,3,88.6468,3.95589,29.4738,1,34.575,8.60758,1
9.87319,1434,3,32.6398,-0.737861,29.5022,1,77.7529,11.5741,4
6.54611,1112,2,31.9114,2.03902,29.5045,1,65.3548,5.60098,3
6.30318,1786,2,44.7849,3.97656,29.5533,1,89.0094,4.27854,2
6.22833,1025,3,41.2749,2.10254,29.5963,1,29.5515,3.04571,1
11.2975,1468,3,105.016,7.93573,29.6413,1,45.9468,14.3436,2
7.84147,1214,1,98.477,-2.1294,29.6602,1,41.2937,0.359335,4
7.43652,1020,2,27.0797,7.90334,29.7114,1,66.4717,4.77779,3
8.24803,1965,2,26.1337,6.88931,29.768,1,54.8141,14.7192,4
6.48944,1768,3,17.6355,-1.02934,29.8128,1,54.2047,4.25288,4
9.3932,1601,2,52.8724,6.40673,29.8164,1,25.858,3.83964,2
10.6673,1890,1,113.403,-2.06936,29.8224,1,73.7755,9.96637,1
7.49868,1645,1,28.575,6.61553,29.88,1,75.0644,7.22494,2
4.04672,1200,1,2.70823,1.82419,29.9521,1,60.5509,4.95322,2
10.312,1313,1,116.21,-4.85074,29.9742,1,40.0545,9.85424,2
7.74844,1980,3,95.1408,7.48739,29.9813,1,33.7647,3.15233,3
8.29129,1010,1,23.0428,9.47825,29.9903,1,26.4324,5.32614,3
6.70508,1583,1,31.0685,6.23625,30.0087,1,73.9961,12.9256,3
10.1681,1849,1,109.8,2.23426,30.0769,1,52.1087,8.89325,2
9.6238,1778,2,59.1083,-1.09083,30.133,1,79.2162,12.9724,4
10.4264,1068,1,86.2488,9.88224,30.1731,1,67.926,5.58039,4
6.59298,1288,1,29.4423,1.21619,30.1902,1,45.3883,14.341,2
9.13613,1329,3,75.0818,9.45839,30.2011,1,28.8766,4.71839,1
8.89068,1791,2,37.5489,0.035906,30.2234,1,55.8228,6.21067,2
9.36088,1145,3,101.06,1.54429,30.2612,1,83.7287,1.04912,2
7.66981,1983,3,71.4276,3.75267,30.3723,1,38.7429,4.5765,3
6.26982,1950,2,41.4744,9.48389,30.4265,1,51.1972,5.4869,1
12.7943,1216,2,93.6255,-4.62818,30.4724,1,85.531,7.05541,2
10.0826,1913,3,88.1333,1.49876,30.5081,1,62.5728,4.56958,3
7.49579,1663,2,87.6299,-0.414708,30.5253,1,22.8367,6.81525,3
10.0769,1300,3,84.3155,8.13285,30.5733,1,79.5626,4.61361,3
5.34388,1549,1,38.307,-1.71,30.596,1,50.561,7.46042,4
8.56613,1687,3,108.474,-4.57768,30.6309,1,26.6574,0.590162,4
4.84725,1827,1,25.3351,9.88618,30.6985,1,83.6388,7.55672,4
7.88089,1418,1,35.9761,1.19512,30.7171,1,37.7937,14.7304,3
6.70616,1083,2,15.402,1.47398,30.7379,1,45.2373,9.31097,4
9.46191,1253,2,84.1404,0.570361,30.739,1,78.4312,7.96769,1
10.0113,1385,1,69.2547,-0.782602,30.7421,1,77.1738,10.1767,3
12.9927,1276,2,119.905,6.23962,30.7589,1,82.4064,8.52993,4
6.59945,1129,3,8.25047,4.71886,30.77,1,30.8558,11.5286,1
6.27348,1846,2,17.5724,3.61114,30.8172,1,66.2676,0.475227,2
8.23799,1846,3,37.0162,7.67144,30.8478,1,27.773,3.91628,2
11.7148,1385,1,108.931,6.65365,30.9027,1,42.724,3.66737,2
10.5368,1122,3,118.706,5.68546,30.9161,1,74.2554,7.91711,1
7.69816,1172,3,1.59374,2.47176,30.9676,1,64.0981,10.8028,4
9.25276,1483,2,44.2017,-2.62839,30.972,1,69.5122,11.5443,4
5.57911,1421,1,40.9884,0.306965,31.0216,1,22.846,3.25364,2
12.0389,1547,3,97.7264,8.66486,31.0346,1,29.6713,11.911,4
7.0529,1248,1,14.3869,6.76384,31.0944,1,28.663,11.925,1
5.82619,1984,2,73.8515,5.645,31.1468,1,22.7672,1.12491,4
10.0271,1691,2,107.806,4.86288,31.1489,1,69.9463,9.91238,2
6.67635,1951,1,66.0796,6.20661,31.1698,1,37.1963,12.3321,2
10.5746,1484,3,68.6277,1.57835,31.1897,1,39.4599,5.82369,4
10.324,1140,1,103.044,2.24822,31.1978,1,38.5933,12.1357,3
8.11852,1522,1,45.9858,4.78425,31.2273,1,41.889,12.804,4
4.04801,1417,2,26.2526,7.10482,31.2489,1,38.3051,5.36871,4
10.0674,1066,2,78.7875,9.92832,31.2814,1,35.7484,1.02451,4
5.75135,1433,2,0.459635,1.1269,31.3686,1,76.3367,3.24062,2
9.12864,1224,1,26.6491,0.495047,31.5168,1,58.8563,3.36411,3
6.72614,1548,1,17.755,2.90048,31.5387,1,55.5613,1.28152,1
8.70613,1159,1,60.9366,7.86999,31.5678,1,33.659,9.44371,2
6.18839,1101,3,58.7743,4.97344,31.5875,1,33.1039,8.04335,2
9.0259,1633,3,91.9389,2.00065,31.594,1,30.117,1.01603,2
9.89661,1249,1,106.341,7.67148,31.6204,1,70.2781,3.37171,2
14.5802,1182,2,118.813,9.56212,31.6361,1,89.2193,3.59457,2
10.4948,1038,1,105.502,0.247694,31.6399,1,86.8757,11.0068,3
5.66196,1419,1,7.89958,6.1326,31.6548,1,32.1052,3.82319,3
11.3578,1069,2,111.382,7.61845,31.688,1,75.4445,11.4446,4
5.33723,1754,1,2.5211,1.22769,31.7227,1,29.1774,6.20284,3
5.83317,1280,1,17.4392,1.98502,31.7509,1,77.3588,3.65858,4
8.95467,1473,1,69.2229,-4.96237,31.7821,1,39.065,9.12751,2
9.34784,1359,3,77.1368,3.95556,31.8203,1,54.1332,9.09929,3
8.93136,1272,1,25.1628,6.20454,31.8473,1,68.8639,8.55275,2
5.51469,1339,2,15.8024,-4.25191,31.8513,1,79.0932,8.09955,4
12.8038,1983,2,111.985,7.41299,31.8534,1,72.6116,3.88055,3
10.2498,1512,3,51.1345,4.17537,31.9093,1,30.6811,4.2828,2
11.6896,1824,1,73.3987,3.6147,31.97,1,85.2884,0.773071,4
6.31217,1283,3,34.291,-4.69068,31.9929,1,33.148,14.1943,1
8.62762,1902,2,64.5745,3.87113,31.9968,1,44.8338,5.71856,2
9.9855,1812,1,82.9987,-1.49586,32.0066,1,62.73,13.123,1
8.83969,1680,3,91.3207,-1.01509,32.0076,1,59.7344,10.5194,2
5.27023,1895,3,24.518,3.12285,32.0182,1,31.6257,8.57354,2
9.47386,1442,1,58.183,0.874095,32.0185,1,75.9598,7.23484,4
8.63751,1671,2,33.8995,1.03948,32.0228,1,72.467,6.99982,4
9.46366,1036,2,77.1354,4.84614,32.0313,1,26.6716,9.97918,1
7.00189,1707,2,62.2039,1.67275,32.1695,1,79.5443,13.5809,3
9.23477,1689,3,111.19,1.68862,32.1951,1,58.3639,9.38242,2
9.81211,1662,2,75.7853,-2.411,32.2754,1,60.5469,2.11043,4
5.79847,1841,3,42.7433,-4.83192,32.281,1,29.3107,8.32153,1
10.8204,1910,3,61.7354,-2.90933,32.3119,1,30.9661,7.63831,1
10.5526,1740,2,113.658,-2.32347,32.3127,1,24.7366,0.567487,1
4.24645,1056,2,0.703767,3.1191,32.3254,1,42.8499,1.49601,2
9.4628,1306,3,95.2961,-2.53255,32.3706,1,44.5675,5.22313,2
7.85802,1984,1,48.7909,0.402581,32.4198,1,66.2132,14.1531,3
5.9808,1546,2,34.2293,-2.6626,32.441,1,50.9828,3.5521,3
6.60796,1796,1,34.5013,-0.720147,32.4703,1,39.8646,3.61486,4
9.15733,1986,2,44.6204,-1.09074,32.4744,1,58.0104,3.14243,4
6.19849,1819,2,23.9486,0.635758,32.5152,1,27.7745,4.45958,4
6.45378,1223,3,23.42,4.37894,32.5503,1,26.1614,1.90923,3
8.62703,1550,2,54.9988,-2.82008,32.5594,1,58.3779,10.7782,3
4.828,1226,3,7.15408,1.82334,32.5674,1,77.2745,3.447,1
9.89337,1330,2,106.639,3.44969,32.6103,1,31.2647,5.44302,1
10.2862,1469,1,74.9849,8.48637,32.6201,1,42.0489,6.08832,3
9.04926,1333,2,102.179,3.34935,32.8105,1,64.558,9.27922,1
4.37199,1871,2,8.6131,7.49273,32.8186,1,42.0119,2.50315,3
9.6103,1054,1,49.8982,-1.30332,32.8249,1,85.7824,9.53017,3
7.88871,1675,1,25.3478,-3.83062,32.8304,1,85.4261,8.65974,2
7.94716,1526,2,51.2526,-1.1681,32.8429,1,23.1563,5.94569,2
7.65018,1725,2,97.755,4.32356,32.8633,1,37.8611,13.6565,3
8.9978,1699,3,34.6762,6.90562,32.8805,1,81.6073,6.36838,3
6.95717,1782,3,21.8116,-0.128501,32.9073,1,33.4393,9.32991,4
5.40261,1077,1,19.3641,4.38793,32.9082,1,60.8343,3.18308,2
5.19889,1751,2,49.2878,-3.94862,32.9698,1,31.6648,7.02784,2
5.78918,1050,1,35.5591,-1.24072,32.974,1,68.462,1.67832,1
6.30931,1522,1,75.011,2.6038,32.9868,1,30.2809,2.35425,2
7.45251,1902,3,26.4134,9.29963,33.1814,1,70.1371,2.22544,1
5.3695,1651,2,2.16348,-3.26343,33.1818,1,54.8616,5.6394,3
8.89835,1162,1,8.46601,1.84618,33.2152,1,41.984,10.3056,2
5.4806,1455,1,18.7448,7.01643,33.235,1,54.2835,11.3504,3
7.67782,1451,1,78.0225,-1.62355,33.243,1,43.845,6.29683,4
11.3158,1844,3,95.2746,-0.327012,33.3306,1,39.9428,14.499,1
6.66076,1169,1,13.0816,9.00957,33.3404,1,37.4812,7.75153,2
4.92809,1814,3,6.05001,2.40661,33.3524,1,81.2182,10.2618,2
5.74554,1558,3,5.5283,-3.65884,33.3728,1,78.0195,6.95347,3
9.94218,1920,1,81.0704,4.40498,33.3845,1,45.8036,1.71716,1
10.5367,1237,1,93.9295,4.57253,33.3941,1,67.4491,12.5244,1
4.4116,1845,2,2.32815,4.84735,33.5061,1,52.3297,5.37558,3
7.51021,1592,3,72.5231,5.6169,33.5534,1,76.4213,0.736795,4
8.48837,1048,2,50.2001,-0.658677,33.5602,1,66.0572,13.082,1
12.5274,1456,1,118.149,4.30231,33.6111,1,88.8109,5.33052,1
8.49723,1304,1,46.705,-0.650856,33.6606,1,47.0848,14.8841,4
7.59945,1984,1,36.1411,6.61258,33.7282,1,58.32,12.5938,2
10.7536,1374,2,84.4724,7.45483,33.767,1,61.3281,2.52135,1
6.70251,1343,1,32.4671,-2.1888,33.7783,1,78.223,7.86836,2
7.68609,1094,3,40.7966,-2.46548,33.8057,1,45.9455,12.172,3
9.93149,1212,2,115.244,-3.56298,33.8314,1,22.6976,10.9886,4
8.86192,1379,3,79.4364,1.08059,33.9105,1,77.7602,10.861,1
8.08156,1898,3,20.6014,4.61434,33.9398,1,62.3544,3.80184,1
6.65716,1794,3,54.4788,-0.114161,33.9489,1,69.5455,12.0516,1
6.67889,1985,3,5.35057,4.28926,33.956,1,43.2781,2.48899,4
8.94139,1935,3,40.3588,6.43423,34.0109,1,24.8912,11.8516,4
6.42311,1434,3,32.482,0.191331,34.0273,1,42.6432,3.54316,4
8.56573,1101,1,85.068,0.702787,34.045,1,56.2922,11.7971,4
9.07966,1886,2,68.5456,0.363129,34.0565,1,73.8035,13.0928,4
6.2622,1077,2,10.4421,1.60419,34.0611,1,64.7183,4.48168,2
7.14351,1413,1,32.1657,4.40884,34.0633,1,20.5294,6.61919,2
8.04935,1910,2,6.0747,-1.95939,34.0974,1,80.6603,2.31175,3
6.40311,1852,2,57.9817,-4.1079,34.1013,1,27.0447,1.3617,4
10.398,1996,3,51.9408,1.36075,34.1184,1,36.908,11.8072,3
9.15395,1183,3,88.2625,0.963027,34.1255,1,84.302,6.3305,2
9.22027,1717,1,92.2517,5.84769,34.1287,1,49.802,4.98022,1
10.4096,1729,3,119.827,-0.0917628,34.1698,1,58.9074,12.0109,4
11.1759,1025,2,57.3441,-2.73248,34.2064,1,85.3717,4.83237,3
5.41362,1151,2,7.65535,9.94191,34.2388,1,72.4791,2.58062,2
6.338,1317,3,34.2247,-4.6234,34.2619,1,57.6958,14.3689,1
7.30124,1400,1,28.1311,-2.66991,34.2872,1,66.4903,7.81764,3
9.31235,1840,2,84.4629,4.9991,34.2998,1,49.8115,5.73645,4
8.79817,1973,2,67.5187,2.44874,34.3082,1,55.5427,11.5855,4
9.94998,1661,3,56.2268,6.82058,34.374,1,84.4232,7.95231,4
9.29664,1212,1,64.4231,3.33802,34.3945,1,70.0737,13.4361,3
6.33029,1209,3,17.6596,-3.73088,34.4174,1,39.5064,0.846404,1
10.9394,1821,3,70.3922,9.76229,34.4606,1,76.8837,2.42004,3
9.32459,1098,3,57.9648,6.17768,34.5027,1,57.0872,2.37519,3
2.94157,1954,2,15.344,-0.202415,34.5495,1,28.1735,8.17683,3
7.3354,1326,1,9.40059,8.60815,34.614,1,85.1071,2.22592,4
11.3403,1930,2,112.646,8.34557,34.6493,1,50.3743,7.53493,3
5.42273,1586,1,32.8886,-3.43621,34.6647,1,38.5403,0.13266,2
8.70111,1834,1,117.293,-1.92227,34.712,1,32.0566,2.86389,1
11.2029,1349,3,71.5298,8.59249,34.7493,1,78.6279,3.6983,4
8.16764,1288,3,76.1888,9.26626,34.8075,1,34.0602,12.0533,4
11.0635,1325,1,55.6783,-0.563535,34.8157,1,71.8309,6.76142,1
6.01946,1685,3,7.63217,8.51956,34.8171,1,87.3388,10.4663,4
8.036,1951,3,77.5572,-2.73606,34.8202,1,39.3492,5.86736,3
10.8751,1939,2,79.3611,5.1719,34.8598,1,59.8609,10.7541,3
9.22531,1380,3,117.903,0.308861,34.8912,1,23.6914,4.90773,2
9.05338,1935,2,67.8894,-4.08328,34.9199,1,62.2568,2.97201,3
9.27211,1937,1,72.9854,-1.06243,34.9373,1,60.2743,5.72125,3
9.99885,1413,3,65.7139,-1.1133,34.9402,1,71.1487,11.7934,2
4.59215,1452,1,2.29548,-1.5325,34.9786,1,42.8846,11.3653,4
11.281,1955,2,102.952,6.85723,35.0353,1,30.9935,12.1654,3
11.8804,1536,1,118.661,3.66237,35.0564,1,30.1139,11.4161,1
8.13947,1540,3,96.2882,6.58526,35.1656,1,47.9044,9.1091,4
9.09952,1792,2,30.2607,3.2971,35.2413,1,64.8815,12.1612,3
6.37565,1768,1,4.65593,-4.75221,35.2579,1,53.519,10.915,4
11.0643,1609,3,69.2323,8.64305,35.3353,1,73.1738,0.453746,2
9.12235,1838,2,101.238,-3.10542,35.3708,1,45.0867,1.02698,4
8.68389,1025,1,60.2039,1.58409,35.4259,1,74.8176,7.1001,3
6.97897,1884,3,31.7562,4.64847,35.428,1,44.857,0.520652,1
4.07447,1570,2,9.78899,-0.281425,35.4292,1,55.5543,5.12339,1
7.40311,1522,1,32.9055,-1.22735,35.4307,1,62.1276,1.89885,4
9.94649,1857,1,84.9266,7.91079,35.4437,1,67.5981,12.9042,2
8.15818,1438,3,50.3338,1.13151,35.4517,1,54.5885,2.64694,2
6.80081,1678,1,29.3659,6.52879,35.4569,1,61.1195,8.61571,1
10.4797,1145,3,79.6815,7.9728,35.4593,1,75.6169,6.24006,4
7.31476,1831,2,65.9852,-0.194329,35.4792,1,36.8161,12.2361,2
10.2282,1241,2,114.093,-4.47721,35.5026,1,37.1564,11.9941,4
10.041,1674,3,67.2814,2.47534,35.5092,1,69.2856,3.18858,1
6.35747,1688,3,34.1146,3.25989,35.5521,1,67.1704,2.64348,2
5.26184,1796,1,52.7476,6.4058,35.6071,1,44.6551,3.31994,4
12.9115,1228,3,109.97,5.08451,35.6162,1,68.485,4.8595,1
6.05348,1039,3,35.718,8.15147,35.6456,1,69.4238,4.81906,3
7.54733,1663,1,11.4479,-4.39481,35.6498,1,55.1149,12.6746,3
5.87772,1733,3,21.8181,9.23881,35.65,1,68.8107,1.43954,4
9.45642,1453,3,90.2158,-1.24964,35.7446,1,47.4559,4.07033,1
7.77817,1603,1,31.2284,4.38309,35.7462,1,78.3264,9.13746,3
11.1562,1724,1,90.1708,6.14481,35.8141,1,70.2989,13.2267,2
4.67478,1065,3,9.42118,3.09873,35.8251,1,68.0985,9.31954,2
5.71801,1929,3,27.3882,4.98871,35.8335,1,78.3775,8.11014,4
10.3847,1926,3,50.2708,5.14415,35.8417,1,89.0641,6.16006,1
8.00005,1899,1,29.1749,6.67496,35.863,1,29.8697,5.25092,4
9.67985,1515,1,48.639,6.01234,35.8752,1,89.9831,11.2153,4
8.19492,1573,3,101.305,2.9304,35.8833,1,27.4067,2.17039,3
9.99402,1935,3,105.536,5.89513,35.9042,1,61.8868,10.0424,1
10.3786,1689,1,90.874,6.39098,35.9411,1,63.9659,13.3086,4
11.5652,1912,2,119.715,-2.11412,35.9679,1,39.5932,9.55535,3
9.36817,1036,2,88.5462,1.44919,36.0636,1,65.8504,11.3007,1
11.0697,1541,3,93.7549,-0.729901,36.1538,1,57.2296,4.08985,3
7.05846,1604,1,72.0302,-2.6809,36.1786,1,70.9366,0.0971352,4
9.07234,1479,2,43.179,5.38253,36.2146,1,38.5338,0.617413,2
8.28334,1183,1,57.1603,3.77173,36.2222,1,42.5297,1.03584,4
6.92249,1002,2,68.1569,2.25153,36.2897,1,37.3346,13.6923,2
6.93772,1491,3,4.71181,1.49816,36.2976,1,43.9034,13.8252,1
10.7156,1337,1,89.0276,-4.30702,36.3455,1,30.281,7.94245,3
6.22252,1040,3,18.5811,-2.8092,36.3621,1,84.3781,2.41585,4
7.9885,1623,1,65.3396,-2.00986,36.3875,1,68.7553,12.4659,3
4.96461,1906,2,21.915,4.14575,36.4244,1,33.8901,7.70462,1
10.3917,1690,3,76.9805,0.0965296,36.4291,1,86.5911,12.0236,2
11.0153,1193,1,111.421,-1.96099,36.4419,1,61.529,10.2824,3
3.65792,1914,3,8.77021,1.70605,36.4461,1,42.2871,6.44368,4
11.165,1647,3,74.3431,4.21157,36.4569,1,65.6616,13.8608,1
6.91301,1935,3,56.0865,9.98136,36.4828,1,44.5518,4.70489,4
8.49586,1848,2,23.8988,4.82737,36.4937,1,71.2842,3.00367,3
6.23792,1443,3,44.5336,4.39565,36.5091,1,34.1711,5.67949,2
8.7057,1378,3,63.5929,1.15224,36.5597,1,86.2166,14.9347,4
8.23514,1195,3,26.124,-2.34284,36.5736,1,48.4173,8.94078,2
9.94091,1826,1,39.388,2.32208,36.5813,1,68.0661,10.3384,3
8.27315,1326,2,53.0753,7.45777,36.6192,1,23.1135,4.91093,3
7.44388,1573,1,10.49,7.66,36.6369,1,86.4064,4.44923,3
10.0351,1116,2,70.6117,2.12136,36.6623,1,44.6229,8.6125,1
9.79745,1014,2,54.9515,3.75224,36.6808,1,83.7482,13.7219,4
8.64359,1068,3,46.3545,-3.2257,36.7315,1,69.2152,2.64465,1
10.4935,1448,1,39.996,2.81299,36.7424,1,85.8227,13.6171,4
6.04151,1400,2,11.6359,1.3024,36.8155,1,20.6308,5.92558,4
10.8722,1412,1,78.8075,2.49768,36.8185,1,83.2644,4.42761,4
7.56324,1725,2,115.532,8.75008,36.8996,1,36.69,6.66788,1
4.07085,1261,2,14.8615,-4.08582,36.9379,1,40.7135,0.481123,4
6.73844,1123,3,26.3267,6.52075,36.9596,1,79.3903,6.95372,3
6.65654,1636,3,35.9915,5.20705,36.9896,1,24.6536,9.20685,4
9.1873,1203,1,64.2651,8.9105,36.9898,1,59.5747,11.2146,3
9.30314,1918,2,72.3895,4.91459,37.0147,1,30.7163,5.74339,4
4.86114,1098,2,13.1379,3.41024,37.0239,1,43.4476,4.47144,1
4.95032,1411,2,15.8722,5.20547,37.0402,1,40.441,10.4943,2
8.56306,1324,2,102.407,7.20021,37.0718,1,29.3121,6.12799,2
7.25389,1926,1,45.2818,7.7389,37.107,1,27.2532,4.41151,2
7.52726,1708,1,36.7756,1.17121,37.1122,1,32.4474,2.31015,1
8.70009,1345,1,35.7663,3.43888,37.1228,1,46.7529,8.56587,4
10.296,1155,3,77.7636,-0.403267,37.1439,1,86.3187,7.06139,3
8.09882,1948,3,65.0112,-0.347204,37.1567,1,62.0722,6.02636,3
6.06343,1512,1,55.8011,-3.37216,37.205,1,22.6056,6.21161,1
4.46587,1446,2,13.5877,5.38088,37.2426,1,50.627,0.573651,4
7.8433,1016,2,12.1647,2.63387,37.2695,1,20.1669,4.62464,4
6.91274,1228,3,79.0854,-0.218652,37.2954,1,30.7607,5.55137,3
5.03134,1045,1,33.2105,-4.09233,37.2965,1,52.8082,1.51979,1
10.0588,1227,2,112.05,-3.22202,37.3404,1,44.7051,12.6237,2
5.42304,1105,1,26.147,7.45761,37.4252,1,49.8169,12.7922,2
6.72986,1017,2,49.4736,-4.589,37.4317,1,28.6579,11.1231,1
7.11629,1088,2,43.329,5.42855,37.4368,1,30.7987,8.94088,3
4.48482,1504,1,4.65755,3.27282,37.4851,1,82.0709,12.1008,3
5.40258,1394,1,6.3392,7.15598,37.4919,1,37.8086,12.7323,3
8.10005,1440,3,35.8711,5.67797,37.5225,1,43.1472,5.43646,2
4.21792,1345,3,8.45903,3.42982,37.5291,1,43.2366,0.382735,1
7.86229,1601,3,67.4574,3.34737,37.5325,1,70.7852,9.79382,2
10.4605,1144,1,99.1278,-2.93232,37.5703,1,26.4596,2.7345,4
7.69713,1187,3,84.1552,5.01762,37.6298,1,38.8337,3.83219,4
10.1182,1643,2,100.197,-1.98183,37.6762,1,32.117,10.5758,1
3.97213,1426,1,10.2483,-3.88661,37.6826,1,28.1799,8.09213,4
8.4952,1001,1,46.207,7.71175,37.76,1,89.255,13.0976,2
11.7712,1606,3,105.52,-4.91647,37.9068,1,57.8548,11.7017,4
10.0179,1906,3,66.4792,9.77876,37.9078,1,81.7219,7.48113,1
5.53377,1015,3,1.66346,-4.10374,37.9479,1,59.5426,4.37596,4
6.00666,1009,2,39.9275,-0.273607,38.0205,1,82.9152,0.263815,2
4.87657,1091,2,5.78232,-1.69552,38.0342,1,58.9592,1.72478,2
2.98705,1362,2,1.58746,-1.45544,38.0439,1,41.1246,7.64081,4
6.23808,1415,1,44.0158,-4.23777,38.0788,1,23.3493,1.986,4
11.8193,1840,3,74.709,3.93188,38.1087,1,87.517,5.41028,1
8.81855,1715,1,14.7897,8.36136,38.1358,1,80.9011,12.7666,2
11.1938,1548,3,107.953,1.29729,38.1416,1,57.9576,12.6949,2
9.45679,1609,2,100.995,6.21459,38.1617,1,31.662,9.69715,1
4.13268,1357,2,26.926,-1.346,38.166,1,35.3091,12.9226,4
10.7317,1364,1,65.863,8.00414,38.2034,1,56.5741,1.23023,3
7.06056,1745,1,49.0713,3.45676,38.2123,1,34.7516,7.2685,3
9.47627,1884,1,65.3038,8.8404,38.2335,1,24.6854,9.73046,2
11.7904,1487,3,86.7996,0.340703,38.2723,1,49.5432,4.42734,2
11.7366,1898,2,114.974,-2.40687,38.2907,1,49.8304,13.0615,2
6.23417,1979,3,51.4022,2.4485,38.306,1,34.4387,4.16147,1
6.57494,1421,2,34.1021,1.17803,38.3099,1,53.6559,10.2929,4
4.48367,1813,2,39.794,8.75444,38.356,1,42.871,3.32354,2
9.32599,1771,2,76.9896,9.74561,38.3848,1,52.7897,0.440206,3
5.57667,1195,2,42.0625,3.59152,38.397,1,57.1088,11.1756,4
5.75412,1677,3,37.7321,6.82729,38.4151,1,32.1066,6.62548,4
6.49231,1496,1,37.5401,8.47491,38.435,1,21.1146,14.0456,2
9.36221,1658,1,106.331,9.232,38.4748,1,85.8371,7.41966,1
10.3282,1742,1,86.3266,-2.13663,38.4932,1,51.5402,6.03716,3
6.78443,1181,3,59.9951,-1.30542,38.5069,1,35.4271,3.60002,2
2.52683,1033,2,3.91909,-3.49776,38.5958,1,23.3441,2.72374,1
9.17427,1146,1,116.769,-1.68084,38.611,1,61.6665,2.10611,3
10.9129,1153,1,110.491,-2.70153,38.629,1,75.3497,8.65537,4
5.5478,1125,3,53.9932,7.885,38.6563,1,22.4893,14.7286,4
4.82957,1872,1,15.6424,2.84349,38.6648,1,35.3165,9.51638,1
10.1315,1110,1,82.064,8.72183,38.6861,1,89.9414,7.05209,1
9.48086,1667,1,107.41,8.78721,38.6873,1,67.9938,10.5931,1
5.607,1606,2,24.64,4.10234,38.6914,1,83.3045,1.89145,3
10.4937,1493,2,105.364,-4.66454,38.7457,1,49.1842,14.1197,4
5.2383,1771,2,26.1849,-0.595504,38.7737,1,55.1831,10.52,2
5.12131,1797,2,8.20238,-0.785241,38.8752,1,62.8013,6.17938,3
4.56427,1303,2,5.91534,8.60651,38.8905,1,45.7402,2.72887,2
